3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,-9.901865,9.692224,4.653571,-6.890128,-4.242561,3.167123,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,-9.721152,-7.270590,-9.901865,9.692224,4.653571,-6.890128,-0.319216,-9.581547,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,-9.901865,9.692224,4.653571,-6.890128,-0.319216,3.167123,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,8.635044,9.692224,4.653571,3.348880,-5.436607,-9.581547,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,8.635044,9.692224,4.653571,3.348880,-0.319216,3.167123,-4.176762
3.266543,-9.332747,-4.662455,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,-9.901865,9.692224,4.653571,-6.890128,-4.242561,3.167123,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,-9.901865,9.692224,4.653571,-6.890128,-4.242561,3.167123,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,-9.901865,9.692224,4.653571,-6.890128,-0.319216,-9.581547,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,8.635044,9.692224,4.653571,3.348880,-5.436607,3.167123,-4.176762
3.266543,-9.332747,8.386752,5.403023,-4.901933,1.843632,8.601608,-8.178719,3.153647,-7.270590,8.635044,9.692224,4.653571,3.348880,-5.436607,3.167123,-4.176762
