-5.485522,3.101869,-5.434098,-7.988405,-1.074211,-0.996434,7.675403,-8.293536,-0.322506,-7.161725,-9.527587,7.526694,-3.437124,8.036916,3.933735,-3.084716,9.191265
-3.212182,-8.974994,-3.793987,1.493871,-7.842666,-9.222527,-6.007052,4.980801,3.571641,-8.745327,2.328498,5.955179,6.751895,0.638173,4.313601,-3.084716,9.363009
-3.212182,-8.974994,-3.793987,1.493871,-7.842666,-9.222527,-6.007052,-8.293536,-0.322506,-7.161725,-9.527587,-8.477838,6.038612,8.036916,-8.087002,-9.978991,7.831644
-5.485522,5.112873,-5.434098,-7.988405,-1.074211,9.821236,9.255500,1.555364,-5.745086,-7.314563,7.554757,-7.498395,-3.437124,8.036916,3.933735,-3.084716,9.191265
-5.485522,5.112873,-5.434098,-7.988405,-1.074211,9.821236,9.255500,1.555364,-5.745086,-7.314563,3.502832,-0.070521,6.751895,-4.119469,4.313601,-3.084716,9.363009
-5.485522,-9.851292,-2.054466,0.250560,-0.084500,4.686889,9.255500,1.555364,-5.745086,-7.314563,7.554757,-8.477838,4.322860,8.036916,-8.087002,-9.978991,7.831644
-5.485522,-9.851292,-2.054466,0.964126,-0.084500,4.686889,9.255500,1.555364,-5.745086,-7.314563,3.502832,2.584431,8.700059,6.914476,3.933735,-8.348064,9.191265
-5.485522,2.502196,-3.205123,0.250560,-0.084500,4.686889,9.255500,1.555364,-5.745086,-7.314563,3.502832,5.955179,6.751895,-4.119469,4.313601,-3.084716,9.363009
2.231342,-9.851292,-3.205123,0.250560,-1.074211,-0.996434,7.675403,-3.126389,3.571641,-8.745327,2.328498,5.955179,6.751895,0.638173,4.313601,-3.084716,9.363009
-5.485522,3.101869,-5.434098,-7.988405,-0.084500,4.686889,9.255500,1.555364,-5.745086,-7.314563,3.502832,2.584431,8.700059,6.914476,3.933735,-8.348064,9.191265
