9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,2.422323,-0.860371,-2.801998,3.165220,-4.315993,9.968715,-6.803729,1.567322
9.204089,-3.669647,-9.202359,8.765179,8.997889,8.270327,9.927258,-5.016624,-1.405560,2.422323,-0.860371,-0.038637,2.141690,-4.315993,-5.683848,-1.588948,-7.275898
3.536674,3.833130,6.169282,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,-0.582317,-6.088414,-2.801998,-9.458134,1.572557,-0.066787,-6.803729,-7.275898
9.204089,3.833130,-8.668808,8.765179,-1.938118,2.649839,7.114181,-7.655929,-1.405560,2.422323,-0.860371,-0.038637,3.165220,1.572557,7.579426,-6.803729,1.567322
9.204089,-3.669647,6.169282,8.765179,-1.627306,2.649839,7.114181,-7.655929,-1.405560,2.422323,-0.860371,5.030644,-9.458134,7.731768,7.579426,-6.803729,-7.275898
3.536674,2.817768,0.501228,3.476787,-1.948886,2.649839,7.114181,-1.544036,-1.405560,2.422323,-0.860371,-0.038637,-9.458134,1.572557,-5.683848,-1.588948,-7.275898
9.204089,-3.669647,-9.202359,8.765179,8.997889,8.270327,9.927258,-5.016624,-1.405560,2.422323,-0.860371,-0.038637,2.141690,-4.315993,7.579426,8.181568,1.567322
9.204089,-3.669647,-9.202359,8.765179,8.997889,8.270327,9.927258,-5.016624,-1.405560,2.422323,-0.860371,-0.038637,2.141690,-4.315993,-5.683848,6.145167,-7.275898
9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,-0.582317,-3.638512,3.426288,2.141690,3.560280,-5.683848,-1.588948,-7.275898
9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,2.422323,-6.088414,9.522473,3.165220,1.572557,7.579426,-6.803729,1.567322
9.204089,-3.669647,-9.202359,8.765179,8.997889,8.270327,9.927258,3.892277,2.025433,-0.582317,-3.638512,3.426288,2.141690,3.560280,-5.683848,6.145167,-7.275898
9.204089,-3.669647,-9.202359,8.765179,8.997889,8.270327,9.927258,3.892277,2.025433,2.422323,-6.088414,9.522473,3.165220,4.514025,7.579426,-6.803729,1.567322
9.204089,-3.669647,0.501228,1.025996,-1.627306,2.649839,9.927258,0.060926,-1.405560,2.422323,2.788413,-0.038637,2.141690,-4.315993,9.968715,8.181568,1.567322
9.204089,-3.669647,0.501228,1.025996,-7.608580,2.649839,9.927258,0.060926,-1.405560,2.422323,-0.860371,-2.801998,3.165220,-4.315993,9.968715,-6.803729,1.567322
9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,2.422323,2.788413,-0.038637,2.141690,-4.315993,9.968715,8.181568,1.567322
9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,2.422323,-0.860371,-2.801998,3.165220,7.731768,7.579426,-6.803729,-7.275898
9.204089,9.219858,0.501228,3.476787,-1.627306,2.649839,9.927258,0.060926,-1.405560,2.422323,-0.860371,3.426288,2.141690,-4.315993,9.968715,-6.803729,1.567322
9.204089,2.817768,0.501228,3.476787,-1.627306,-9.198791,7.114181,-7.655929,-1.405560,2.422323,-6.088414,-2.801998,3.165220,-4.315993,9.968715,6.145167,-7.275898
9.204089,3.833130,6.169282,8.765179,-1.627306,2.649839,9.927258,0.060926,-1.405560,2.422323,-0.860371,3.426288,2.141690,7.731768,7.579426,-6.803729,-7.275898
9.204089,3.833130,6.169282,8.765179,-1.627306,-9.198791,7.114181,-7.655929,-1.405560,2.422323,-6.088414,-2.801998,3.165220,-4.315993,-4.862196,-6.803729,1.567322
3.536674,-3.669647,6.169282,1.025996,-2.595867,2.649839,9.927258,0.060926,2.025433,-0.285846,-6.088414,3.426288,2.141690,4.947303,6.686407,6.145167,-7.275898
3.536674,-3.669647,6.169282,1.025996,-2.595867,2.649839,9.927258,0.060926,-1.405560,2.422323,-0.860371,-2.801998,3.165220,-4.315993,9.968715,-6.803729,1.567322
9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,5.041808,-0.213791,2.025433,-0.285846,-6.088414,3.426288,2.141690,4.947303,6.686407,-6.803729,1.567322
9.204089,3.833130,8.948821,8.765179,-1.938118,8.270327,9.927258,5.037101,5.304240,-2.487535,9.712296,3.300857,-9.458134,-3.486900,9.968715,-6.803729,1.567322
9.204089,-3.497914,6.169282,3.476787,-1.948886,8.270327,5.041808,-0.213791,-1.405560,2.422323,-0.860371,-2.801998,3.165220,-4.315993,9.968715,-6.803729,1.567322
9.204089,3.833130,-8.668808,8.765179,8.997889,8.270327,2.189494,-2.367073,4.386132,-0.285846,-6.088414,3.426288,-9.458134,7.731768,7.579426,6.601999,1.567322
9.204089,-3.497914,6.169282,3.476787,-1.948886,8.270327,9.927258,5.037101,5.304240,-2.487535,9.712296,3.300857,-9.458134,-3.486900,9.968715,-6.803729,1.567322
9.204089,3.833130,-8.668808,8.765179,8.997889,8.270327,2.189494,-2.367073,4.386132,-0.582317,-6.088414,-2.801998,-9.458134,1.572557,-0.066787,-6.803729,-7.275898
3.536674,3.833130,6.169282,8.765179,-1.938118,8.270327,5.041808,-0.213791,-1.405560,-0.285846,-6.088414,3.426288,5.929029,7.731768,7.579426,6.601999,1.567322
3.536674,3.833130,6.169282,8.765179,-1.938118,8.270327,7.114181,-7.655929,-1.405560,2.422323,-6.088414,-2.801998,3.165220,-4.315993,9.968715,6.145167,1.567322
9.204089,3.833130,6.169282,8.765179,-1.627306,-9.198791,5.041808,-0.213791,-1.405560,-0.582317,-6.088414,-2.801998,-9.458134,1.572557,-0.066787,3.028990,-7.275898
9.204089,3.833130,6.169282,8.765179,-1.627306,-9.198791,7.114181,-7.655929,-1.405560,2.422323,-0.860371,-2.801998,3.165220,-4.315993,9.968715,6.145167,-7.275898
9.204089,3.833130,-8.668808,8.765179,8.997889,-9.461670,7.114181,-1.544036,-1.405560,2.422323,-6.088414,-2.801998,3.165220,-4.315993,9.968715,6.145167,1.567322
9.204089,3.833130,-8.668808,8.765179,8.997889,-9.461670,7.114181,-1.544036,-1.405560,2.422323,-0.860371,-2.801998,3.165220,-4.315993,9.968715,6.145167,-7.275898
