9.204089,-3.669647,-9.202359,-2.103380,-1.938118,2.649839,7.114181,-1.544036,-1.405560,2.422323,-6.088414,9.522473,-9.458134,7.731768,-5.683848,-1.588948,-6.537325
3.536674,-3.669647,-9.202359,8.765179,8.997889,8.270327,9.927258,-0.213791,4.386132,-0.285846,-6.088414,3.426288,-9.458134,4.947303,6.686407,6.145167,1.567322
0.481792,-6.270339,8.948821,3.081422,-1.948886,-9.461670,7.114181,-1.544036,4.386132,-0.285846,-6.088414,3.426288,-9.458134,4.947303,6.686407,6.145167,-7.275898
9.204089,2.817768,0.501228,3.476787,-1.938118,2.649839,9.927258,-0.213791,-1.405560,-6.564802,0.103058,-3.958889,-4.940614,-4.858581,-5.683848,-1.588948,-7.275898
9.204089,2.817768,0.501228,3.476787,-1.938118,2.649839,7.114181,-1.544036,-1.405560,2.422323,-6.088414,-8.746332,-9.458134,-3.486900,7.579426,-6.803729,-7.275898
9.204089,3.833130,8.948821,8.765179,-1.938118,-9.957083,5.041808,-3.755520,2.025433,2.422323,-6.088414,-8.746332,-9.458134,-3.486900,7.579426,-6.803729,-7.275898
9.204089,2.817768,0.501228,3.476787,-1.938118,2.649839,7.114181,-1.544036,-1.405560,2.422323,-0.860371,-0.038637,3.165220,-0.210933,7.579426,-6.803729,7.186001
9.204089,2.817768,0.501228,3.476787,-1.938118,8.270327,5.041808,-1.544036,-1.405560,2.422323,-6.088414,-8.746332,2.141690,-4.315993,9.968715,6.145167,-7.275898
9.204089,-3.669647,-9.202359,9.332693,-1.938118,2.649839,7.114181,-1.544036,-1.405560,2.422323,-6.088414,-8.746332,-9.458134,-3.486900,7.579426,-6.803729,-7.275898
9.204089,3.833130,-8.668808,8.765179,8.997889,8.270327,9.927258,-3.755520,-6.212799,-6.564802,-0.860371,-0.038637,-9.458134,-3.486900,7.579426,-6.803729,1.567322
9.204089,-3.669647,-9.202359,9.332693,-1.938118,8.270327,5.041808,-1.544036,-1.405560,-0.582317,-6.088414,-8.746332,2.141690,-4.315993,9.968715,6.145167,-7.275898
9.204089,3.833130,-8.668808,8.765179,8.997889,8.270327,9.927258,-3.755520,-6.212799,-6.564802,-0.860371,-0.038637,-9.458134,-3.486900,9.968715,8.181568,1.567322
9.204089,-3.669647,-9.202359,9.332693,-1.938118,8.270327,9.927258,0.060926,4.386132,2.422323,-6.088414,-8.746332,2.141690,-4.315993,7.579426,-6.803729,1.567322
9.204089,-3.669647,-9.202359,9.332693,-1.938118,8.270327,9.927258,0.060926,4.386132,2.422323,-6.088414,-8.746332,-9.458134,4.947303,6.686407,6.145167,1.567322
9.204089,2.817768,-9.202359,9.332693,-1.938118,8.270327,9.927258,-0.213791,4.386132,-0.285846,-6.088414,3.426288,2.141690,-4.315993,9.968715,8.181568,1.567322
9.204089,2.817768,-9.202359,9.332693,-1.938118,8.270327,9.927258,-3.755520,-6.212799,-6.564802,-0.860371,-0.038637,3.165220,1.572557,-5.683848,-1.588948,1.567322
9.204089,3.833130,-8.668808,8.765179,8.997889,8.270327,9.927258,-0.213791,4.386132,-0.285846,-6.088414,3.426288,-9.458134,4.947303,6.686407,6.145167,1.567322
9.204089,3.833130,2.594184,3.081422,-1.948886,-9.461670,7.114181,-1.544036,-1.405560,-6.564802,0.103058,-3.958889,-4.940614,-7.954005,-5.683848,-1.588948,-7.275898
9.204089,3.833130,-8.668808,8.765179,8.997889,8.270327,9.927258,-3.755520,-6.212799,-6.564802,-0.860371,-0.038637,3.165220,1.572557,-5.683848,-1.588948,1.567322
